1,1,1,add item,
2,2,1,update item,"add,delete,update"
3,3,1,merge item,e.g. resolving of redirects
4,7,18,mark deleted item,
5,1,2,add claim,
6,2,2,update claim,
7,5,2,delete claim,
8,1,3,add statement,
9,2,3,update statement,
10,1,4,add label,
11,2,4,update label,
12,1,5,add sitelink,
13,2,5,update sitelink,
14,5,5,delete sitelink,
15,3,5,merge sitelink,
16,4,5,revert sitelink,
17,1,6,add description,
18,2,6,update description,
19,1,7,add reference,
20,2,7,update reference,
21,2,9,update term,
22,1,9,add term,
23,1,8,add qualifier,
24,2,10,update page,
25,1,11,add alias,
26,2,11,update alias,
27,1,12,add badge,
28,2,13,update rank,
29,4,14,revert edit,
30,9,16,unknown,
31,6,15,maintain Wikidata,
32,5,11,delete alias,
33,5,3,delete statement,
34,5,4,delete label,
35,5,10,delete page,
36,5,7,delete reference,
37,8,17,retrieve information,
38,1,10,add page,

1,block proxy ip,
3,archive section,
4,archive page,
5,provide statistics,
6,generate list,
8,archive discussion,
12,cleanup invalid html page,
13,database report,
14,fix double redirect,
15,improve translations unit,
16,maintain page,
17,make links protocol-less,
18,mark deleted item,
19,migrate statement,
20,move category,
21,move page,
22,notify translator,
23,optimise tool,
24,refresh item pages,
26,substitute template,
27,synchronize data,
28,update description,
29,update label,
30,add identifier claim,
31,update alias,
32,update statistics,
33,update summary table,
34,add description,
35,add label,
36,add alias,
40,update identifier claim,
41,update identifier statement,
55,welcome new user,
56,delete obsolete claim,
57,delete redundant alias,
58,store file format information,
59,revert edit,
60,mark deleted page,
61,translate term,
62,update popular item section,
63,count open property proposals,
64,archive property proposals,
65,transfer property,

11,alias
12,badge
2,claim
18,deleted item
6,description
14,edit
17,information
1,item
4,label
10,page
8,qualifier
13,rank
7,reference
5,sitelink
3,statement
9,term
16,unknown
15,Wikidata

1,add
5,delete
6,maintain
7,mark
3,merge
8,retrieve
4,revert
9,unknown
2,update

1,Request,Checkallthestrings bot 1,Checkallthestrings bot,2018-07-01 00:00:00,2018-07-01 00:00:00
2,Request,SuccuBot 1,SuccuBot,2018-07-01 00:00:00,2018-07-01 00:00:00
3,Request,BetaBot2,BetaBot 2,2018-07-01 00:00:00,2018-07-01 00:00:00
4,User,DangSunFlood,DangSunBot,2018-07-01 00:00:00,2018-07-01 00:00:00
5,User,DangSunFlood2,DangSunBot2,2018-07-01 00:00:00,2018-07-01 00:00:00
6,User,Dima st bk bot,DimaBot,2018-07-01 00:00:00,2018-07-01 00:00:00
7,User,DynamicBot Srv2,DynBot Srv2,2018-07-01 00:00:00,2018-07-01 00:00:00
8,User,Luuvabot,A-lú-mih-bot,2018-07-01 00:00:00,2018-07-01 00:00:00
9,User,Innocent bot 2,Innocent bot,2018-07-01 00:00:00,2018-07-01 00:00:00
10,User,JYBot 2,JYBot,2018-07-01 00:00:00,2018-07-01 00:00:00
11,User,Andra Waagmeester,Andrawaag,2018-07-01 00:00:00,2018-07-01 00:00:00
12,User,Horcrux92,Horcrux,2018-07-01 00:00:00,2018-07-01 00:00:00
13,User,Karibekov Vladislav Y.,Serpent Vlad,2018-07-01 00:00:00,2018-07-01 00:00:00
14,User,Luuva,A-lú-mih,2018-07-01 00:00:00,2018-07-01 00:00:00
15,User,Miguel2706,KernelFreeze,2018-07-01 00:00:00,2018-07-01 00:00:00
16,User,Nicolas1981,Syced,2018-07-01 00:00:00,2018-07-01 00:00:00
17,User,Riley Huntley,~riley,2018-07-01 00:00:00,2018-07-01 00:00:00
18,User,Sebastian Burgstaller,Sebotic,2018-07-01 00:00:00,2018-07-01 00:00:00
19,User,Urbanecm,Martin Urbanec,2018-07-01 00:00:00,2018-07-01 00:00:00
20,User,Viscontino,Vennor,2018-07-01 00:00:00,2018-07-01 00:00:00
21,User,Zaher kadour,Zaher.Kadour,2018-07-01 00:00:00,2018-07-01 00:00:00
22,User,w:de:Merlissimo,Merlissimo,2018-07-01 00:00:00,2018-07-01 00:00:00
23,User,분당선M,*Youngjin,2018-07-01 00:00:00,2018-07-01 00:00:00
24,User,আফতাবুজ্জামান‎,আফতাবুজ্জামান,2018-07-01 00:00:00,2018-07-01 00:00:00
25,User,فلورانس,AFlorence,2018-07-01 00:00:00,2018-07-01 00:00:00
26,User,درفش کاویانی,Darafsh,2018-07-01 00:00:00,2018-07-01 00:00:00
27,User,George Animal,Şêr,2018-07-01 00:00:00,2018-07-01 00:00:00
28,User,Robin0van0der0vliet,Robin van der Vliet,2018-07-01 00:00:00,2018-07-01 00:00:00
29,User,Mtmlan84,MichellevanLanschot,2018-07-01 00:00:00,2018-07-01 00:00:00
30,User,[[user:officiallyeduardokramer,Officiallyeduardokramer,2018-07-01 00:00:00,2018-07-01 00:00:00
31,User,Eflyjason,Efly,2018-07-01 00:00:00,2018-07-01 00:00:00
32,User,Strainubot 2,Strainubot,2018-07-01 00:00:00,2018-07-01 00:00:00
33,User,SaschaBot 2,SaschaBot,2018-07-01 00:00:00,2018-07-01 00:00:00
34,User,RavenXBot2,RavenXBot,2018-07-01 00:00:00,2018-07-01 00:00:00
35,User,A ka es qbot 1,A ka es qbot,2018-07-01 00:00:00,2018-07-01 00:00:00
